id,sangim,sogwan,name,local,twoyear,black,budget,A,B,C,mom
BG083,산업통상자원중소벤처기업위원회,산업통상자원부,중소형 선박 기자재 품질 고도화 센터 구축,1,0,1,1233000000,0,0,0,
BG084,교육위원회,교육부,부산대 양산캠퍼스 융합과학기술대학 신설,1,0,0,1220000000,0,1,0,"<span>교육위원회 예산결산기금심사소위원회 제1차(2018년 11월 14일)</span>
<br>
<br><span>교육부차관 박춘란</span> 그다음에 부산대학교 양산캠퍼스 내에 융합과학기술대학을 신설  이것도 신규사업이 되겠습니다. 이 경우에는  현재 이 사업은 어떤 것과 연관이 되어 있느냐 하면 동남권 의생명 특화단지 사업하고 연계가 되어 있습니다. 그렇기 때문에 이 경우에는 동 사업에 대해서  이것은 여러 개가 합해져 있는 큰 사업이 되겠습니다. 단지사업이기 때문에요. 그런데 이 사업에 대해서는 현재 마스터플랜을 수립하고 있고 예비타당성조사 신청을 위한 용역이 진행 중에 있기 때문에 현재로 봤을 때는 예타 결과를 좀 보고 이 사업을 추진 하는 것이 합리적이지 않겠나라고 보고 있습니다.
<br>
(중략)
<br>
<br><span>소위원장 김한표</span> 부산대 양산캠퍼스 내 융합과학기술대학 신설 이 부분  이것도 수용곤란이라고 하셨네요?
<br><span>김해영 위원</span> 예  이것은 제가 조금 질의를 하겠습니다. 이 융합과학기술대학 설립과 관련해서 당초에 교육부와 기재부에서는 설립에는 동의를 한 것으로 아는데 어떻습니까?
<br><span>교육부교육안전정보국장 류정섭</span> 이건 지역공약으로 동남권 의생명 특화산업단지 사업의 일환으로 들어오는 건데요  그런데 이 사업 자체가 아직은 마스터플랜을 짜고 있고 그리고 예비타당성조사를 위해서 용역을 수행 중에 있는 사업입니다. 그러니까 그 용역이 끝나고 예비타당성조사가 끝나서 타당하다는 사업이 인정이 되면 그때 이것을 검토해야 될 사업이 아닌가……
<br><span>김해영 위원</span> 이게 의생명 클러스터와 연계가 된다 하더라도 그것과 별개로 융합대학 설립의 필요성이 인정이 된다면 그 융합대학을 설립할 수도 있을 것 같은데요. 그래서 설계비 정도는 반영할 수도 있지 않을까 싶은데 어떻습니까?
<br><span>교육부교육안전정보국장 류정섭</span> 그리고 이 부분은 추가로 저희가 좀 반영  감안을 해야 될 내용인데요. 부산대가 민자사업 효원문화회관  부당한 관리 운영으로 인해서 소송에 패소를 해서 금년도에 저희가 소송이 완료가 되면 848억을 국가가 물어줘야 되는 그런 상황입니다. 그래서 기재부가 부산대에 대해서는 어느 정도 페널티를 좀 줘야 되겠다 해서 저희가 인정을 한다 하더라도 기재부에서 지금 반영이 안 될 수 있는 그런 사업이라는 것을 좀 이해해 주시기를 부탁드립니다.
<br><span>김해영 위원</span> 이게 아마 의생명 클러스터와 연계했는데 예타가 진행 중이다 이것보다는 BTO 사업 소송에 따른 페널티 때문에 지금 예산에 미반영하겠다 이게 핵심이잖아요.
<br><span>교육부교육안전정보국장 류정섭</span> 지금 뒤에 보면 경상대도 두 사업이 같이 들어와 있거든요. 그게 전부 동남권 의생명 특화단지 사업에 다 같이 엮여 있는 사업들입니다.
<br><span>김해영 위원</span> 이게 페널티로 이렇게 인과관계로 해서 융합대학 설립에 동의를 못 해 준다 이렇게 입장을 바꾸는 것이 맞습니까  어떻습니까?
<br><span>교육부차관 박춘란</span> 아니  입장을 바꾼 건 아니고요. 제가 아까 전체를 다 말씀을 드리다 보니까 모든 요소들을 다 말씀을 못 드린 면이 있습니다. 그래서 첫 번째는 말씀드렸듯이 저희가 파악하고 있기로는 이게 아까 경상대 건과 같이 같은 양산지역에 전체를 동남권 의생명 특화단지 사업으로 묶어서 진행이 되는 것으로 그렇게 저희가 파악을 하고 있어서  그래서 우선 그것을 먼저 저희가 말씀을 드렸던 거고요. 그다음에 또 하나가 원래 더 있는데 이건 제가 아까 별도로 말씀을 못 드렸던 사안입니다.
<br><span>소위원장 김한표</span> 김해영 위원님.
<br><span>김해영 위원</span> 알겠습니다.
<br><span>소위원장 김한표</span> 수용하십니까?
<br><span>김해영 위원</span> 예.
<br><span>소위원장 김한표</span> 그러면 정부에서 수용 곤란하다고 한 부분을 우리 위원님들이 양해도 해 주시고 해서 이 부분도 정부안대로 의견 합치로 정리하겠습니다.
<br>
<span>예산결산특별위원회 제4차 (2018년 11월 6일)</span>
<br>
<br><span>장제원 위원</span> 국립대학 예산  제가 좀 들여다봐야 되겠어요. 우리 부산대학교  그렇게 첨단융합전문단과대학 개설하려고 12억 좀 달라 그랬더니 그것 확 자르고 이런 것 9억 8000 쓰고 있습니까?
<br><span>부총리겸교육부장관 유은혜</span> 그건 근로장학생 등 방학 때에……
<br><span>장제원 위원</span> 사립대학은 근로장학생도 매칭하잖아요. 사립대학은 근로장학생을 매칭하잖아요  정부 돈하고.
<br><span>부총리겸교육부장관 유은혜</span> 그렇지요.
<br><span>장제원 위원</span> 그런 것 좀 하지 말고 이런 것 좀 하지 마세요. 이게 뭐 하는 짓입니까?
<br><span>부총리겸교육부장관 유은혜</span> 사업적 성과가 있었다고 평가됐기 때문에 했던 일입니다.
<br><span>장제원 위원</span> 그래요? 성과가 됐어요?
<br><span>부총리겸교육부장관 유은혜</span> 이미 다른 학교에서 성과가 있었다고 평가가 돼서 이번에 한 것으로 알고 있습니다.
<br>
<br>
<span>예산결산특별위원회 제7차 (2018년 11월 9일)</span>
<br>
<br><span>민홍철 위원</span> 민홍철 위원입니다. 교육부장관님께 제가 한 가지 확인 좀 하겠습니다. 단과대학을 신설하려면 교육부장관의 승인사항 입니까? 대학의 정원 범위 내에서 말이지요. 이게 무슨 말씀이냐 하면 부산대학교―국립이지요―양산캠퍼스 내에 ICT 융합과학기술대학을 정원 범위 내에서 신설하려고 해요. 왜 그러냐하면 경남 양산과 경남도가 그 지역을 융합…… 일종의 의생명 클러스터를 조성하려고 하는데 부산대학교를 거점대학으로 하려고 합니다. 그래서 아마 정원 범위 내에서 단과대학을 설립해서 협업을 하려고 하는 모양이에요. 단과대학 설립은 교육부장관님 승인 사항입니까?
<br><span>부총리겸교육부장관 유은혜</span> 예  그런 것으로 알고 있습니다.
<br><span>민홍철 위원</span> 그 정원 범위 내에서는 그렇지요?
<br><span>부총리겸교육부장관 유은혜</span> 예.
<br><span>민홍철 위원</span> 그런데 사실은 설립하는 비용을 기재부에 요청을 하니까 지금 잘 반영이 안 되어 있어요. 그런데 그 대학에서는 기존에 가지고 있는 부동산을 매각해서 그 비용을 좀 하겠다 이렇게 사업계획을 세우다 보니까 법제도가 좀 잘못되어 있는 게 있어요. 이것은 좀 매치가 안 돼…… 국립대학의 회계 설치 및 재정 운영에 관한 법률에는 국립대학이 기부를 받거나 조성을 해서 부동산을 가지고 있으면 그 국립대학의 소유가 됩니다. 그런데 어떤 사업 목적을 위해서 그것을 매각해서 재정의 도움 없이 그 매각 대금으로 어떤 시설을 하려면 그 매각 대금이 바로 국고로 국유재산법에 의해서 환수가 되어 버립니다. 이런 어떤 불합리한 점이 있어요. 기재부차관님  알고 계십니까?
<br><span>기획재정부제2차관 김용진</span> 예  그것 제가 알고 있습니다.
<br><span>민홍철 위원</span> 그렇다면 참 이게 예산을 요청을 했는데 안 되거든요. 이게 일자리 창출하고도 관련이 있습니다. 그런데 어떻습니까? 부산대학교가 가지고 있는 양산캠퍼스에 나대지가 많습니다. 그 일부를 부동산을 매각해서 그 비용으로 이렇게 할 수 있는 방법이 없을까요?
<br><span>기획재정부제2차관 김용진</span> 현재는 해당 국유재산의 취득 당시의 자금 원천 이런 것에도 불구하고……
<br><span>민홍철 위원</span> 그게 기부금일 겁니다.
<br><span>기획재정부제2차관 김용진</span> 국유재산인 경우에는 국유재산을 매각하면 그 매각 수입은 다 국고로  국유재산기금으로 들어가도록 되어 있습니다.
<br><span>민홍철 위원</span> 그러니까요. 그러니까 매각해서 국고로 환수가 되고 별도로 이렇게 동액을 편성해 주면 되는데……
<br><span>기획재정부제2차관 김용진</span> 다시 필요하면 세출예산을 편성해서……
<br><span>민홍철 위원</span> 그게 안 되니까 문제지요.
<br><span>기획재정부제2차관 김용진</span> 그런 건데요……
<br><span>민홍철 위원</span> 그 방법을 한번……
<br><span>기획재정부제2차관 김용진</span> 그 부분이 해당 기관이 국가 예산이 아닌 다른 자체 자금 또는 다른 원천  기부금이라든지……
<br><span>민홍철 위원</span> 아니  그러니까 그 해당 재산이 기부금이에요  발전기금.
<br><span>기획재정부제2차관 김용진</span> 예  양산캠퍼스……
<br><span>민홍철 위원</span> 그걸로 부동산을 매입을 해서 갖고 있는데 그 부동산을 매각해서 그 자금을 형성을 못 하는 것이지요. 국고로……
<br><span>기획재정부제2차관 김용진</span> 그리고 국립대학회계법을 이제 개정해야 되는 문제가 있는데요. 한번 교육부하고 같이 협의해 보도록 하겠습니다.
<br><span>민홍철 위원</span> 예  협의를 좀 해 주시고요."
BG085,환경노동위원회,환경부,남원 월락정수장,1,0,0,1217000000,0,1,0,"<span>환경노동위원회 예산결산기금심사소위원회 제1차 (2018년 11월 13일)</span>
<br>
<br><span>환경부차관 박천규</span> 57쪽입니다. 노후 상수도관망 정비사업 중에서 충북 증평군 사업입니다. 이것도 지역자율계정 사업입니다. 전남 함평군 노후 상수관망 정비사업도 지역자율계정에 포함되어 있어서 저희들도 수용곤란한 입장입니다. 아울러서 전남 영광군 제2정수장 사업도 지역자율계정에 포함되어 있는 것입니다. 균특회계에 지역자율계정이 포함되어 있습니다. 58쪽  나머지 남원시 월락정수장의 경우도 똑같습니다. 지역자율계정에 포함되어 있어서 정부 측에서 수용곤란 입장입니다. 충북 충주시 단월 1ㆍ2정수장의 경우도 지역자율계정에 포함되어 있습니다. 그 밑에 경기도 과천시의 경우도 지역자율계정에 포함되어 있는 사업입니다. 그래서 정부는 수용곤란 입장입니다.
<br><span>한정애 위원</span> 차관님  다 지역자율계정 이야기를 하시는데 이것이 상수관망이나 상수도 관련한 시설확충은 생활 SOC로 가능하면 조기에 빨리실시하자고 해서 환경부도 요청하시고 한 것 아니었나요?
<br><span>환경부차관 박천규</span> 상수관망 사업 중에서 노후 상수관망 사업은 저희들이 추진하고 있습니다. 그것은 예산을 배로 늘렸습니다. 그것은 반영되어 있는데 이것은 그 외에 새롭게 추가한 사업이 되겠습니다. 그리고 내년도에는 지금 군까지 상수관망사업을 하고 있는 데서 일부 가뭄지역 시까지도 늘리겠습니다. 그래서 예산 증액  그것이 전부 다 반영되어 있습니다. 그렇지만 그 외에 추가로 지금들어오는 것입니다.
<br><span>설훈 위원</span> 알았어요.
<br><span>환경부차관 박천규</span> 이상 정부의견 말씀드렸습니다."
BG086,정무위원회,국무조정실 및 국무총리비서실,한-인도네시아 산업 혁신 연구협력사업(R&D ODA),0,0,0,1200000000,0,0,0,
BG087,농림축산식품해양수산위원회,농림축산식품부,농업농촌 알리기,0,0,0,1200000000,0,0,0,
BG088,산업통상자원중소벤처기업위원회,산업통상자원부,한국 안경산업 고도화 육성 사업,0,0,0,1200000000,0,0,0,
BG089,환경노동위원회,환경부,합천 쌍백,1,0,0,1200000000,0,0,0,
BG090,환경노동위원회,고용노동부,노동단체 노후시설 개선지원,1,0,0,1200000000,0,0,0,
BG091,국토교통위원회,국토교통부,국립항공박물관 운영,1,0,0,1198000000,0,0,0,
BG092,국토교통위원회,국토교통부,부산 남구 용호3동 공영주차장 조성,1,0,0,1170000000,0,0,1,"<span>국토교통위원회 예산결산기금심사소위원회 제1차 (2018년 11월 8일)</span>
<br>
<br><span>전문위원 박희석</span> 다음입니다. 11페이지의 균특의 지역자율계정입니다. 주차환경개선지원 사업인데요. 내용은 지역별로 공영주차장 조성 사업비를 지원하는 내용입니다. 그래서 그다음 페이지까지 해서 각각 한 열 다섯 군데 지역에 공영주차장 조성 사업비를 지원하는 사업이 되겠습니다. 정부 의견이 전체적으로 일부수용이기 때문에 그 일부수용 금액을 정리하시면 되겠습니다.
<br><span>소위원장 이혜훈</span> 이거 건별로 하지 마시고 정리해서 표로 주시고 그거 가지고 하고 넘어가지요. 이걸 지금 건별로 언제 다 이거 3200만 원짜리 논하고 있겠습니까?
<br><span>국토교통부제1차관 손병석</span> 그 부분 저희들이 총괄적으로 정부에서 정리를 해서 보고를 드리고요.
<br><span>소위원장 이혜훈</span> 예  그렇게 하고 넘어가십시다.
<br><span>국토교통부제1차관 손병석</span> 다만 이것도 다시 한번 말씀드리지만 이게 지금 포괄보조사업 자율편성계정이기 때문에  아까 그 지방하천의 경우에는 국가가 정하는 부분들의 몫이 있는데 이것은 지금 그게 없습니다. 없기 때문에  사실 그러면 그것은 일단 예결위에 그냥 우리는 증액 의견으로 올리기만 할 수 있을 뿐입니다.
<br><span>소위원장 이혜훈</span> 무슨 말인지 알겠습니다. 위원님들 그렇게 양해를 해 주시지요.
<br><span>국토교통부제1차관 손병석</span> 그리고 마지막으로 거제시 고현동 공영주차장 조성 부분이 있는데요. 이것은 이미 저희들……
<br><span>소위원장 이혜훈</span> 정부안에 반영이 돼 있다는 거잖아요?
<br><span>국토교통부제1차관 손병석</span> 기 반영이 돼 있습니다. 그래서 이것은 빼도 됩니다.
<br><span>소위원장 이혜훈</span> 알겠습니다.
<br><span>전문위원 박희석</span> 위원장님  그러면 정부가 일부수용이기 때문에 그 금액은 확인해서 보고를 드리겠습니다.
<br><span>소위원장 이혜훈</span> 금액은 정부가 표로 만들어 와 주십시오.
<br><span>국토교통부제1차관 손병석</span> 예.
<br>
<br>
<span>국토교통위원회 예산결산기금심사소위원회 제2차 (2018년 11월 12일)</span>
<br>
<br><span>전문위원 박희석</span> 그러면 정부안 원안대로 하는 것으로 하겠습니다. 다음은 심사자료 11페이지 주차환경개선지원 사업입니다. 소소위에서는 정부 측에서 의견을 제시한 대로 76억 원 증액 반영하는 것으로 결론을 냈습니다. 각 지역별로 대략 3억씩  어떤 경우에는 조금씩 더 해 가지고 공영주차장을 건설하는 예산입니다.
<br><span>소위원장 이혜훈</span> 알겠습니다.
<br><span>국토교통부제1차관 손병석</span> 정부 편성안 기준은 신규사업은 설계비 3억 원 그리고 계속사업은 올해 예산에 준해서 반영을 했습니다.
<br><span>소위원장 이혜훈</span> 위원님들 괜찮으시겠습니까? 넘어가겠습니다."
BG093,정무위원회,국무조정실 및 국무총리비서실,미세먼지개선 기획단 운영,0,0,0,1167000000,0,0,0,
BG094,정무위원회,사회적참사 특별조사위원회,피해자 지원 대책 수립,0,0,0,1150000000,0,1,0,"<span>정무위원회 예산결산심사소위원회 제1차 (2018년 11월 8일)</span>
<br>
<br><span>전문위원 이상헌</span> 가습기살균제 사건 등 특조위 관련 심사자료 1페이지를 봐 주시기 바랍니다. 동 사업 및 예산안 내용에 대해서는 생략을 하고요. 대체토론 등의 요지에 대해서 말씀을 드리겠습니다. 2페이지를 봐 주시기 바랍니다. 먼저 이 사업과 관련해서 조사담당 인력이 없는 상황에서 조사개시 의결을 할 수 없었다는 점을 감안할 때 특조위가 실질적으로 활동할 수 있도록 특조위의 2019년도 예산요구안 261억 원을 반영할 필요가 있다는 의견이 있는 반면에  두 번째로 위원회가 제출한 예산요구안 261억 원은 국회 예산안 심사 자체가 불가능하기 때문에 전액 반영할 수 없고  현재 예산요구안은 재정당국과 합의된 정부안이 아니어서 정무위 심의도 불가능하며 예결위에서 정부 수정예산안을 제출하여 처리하여야 할 것이고 위법 부당한 과정을 거쳐 예산안을 미제출한 특조위의 부적절한 업무 처리에 대하여 감사원 감사를 요구하여야 한다는 의견이 제시되었습니다. 이상입니다.
<br><span>소위원장직무대리 유동수</span> 정부 측 의견 말씀해 주시기 바랍니다.
<br><span>가습기살균제사건과4?16세월호참사특별조사위원회부위원장 최예용</span> 말씀드리겠습니다. 특조위에서 부위원장을 맡고 있고 가급기살균제참사진상규명소위원장을 맡고 있는 최예용입니다. 먼저 저희 특조위 예산 문제에 대해서 행정업무를 원활히 준비를 못해서 송구스럽게 생각합니다. 지금 말씀해 주신 대로 세 가지 의견이 있는데 요. 저희 특조위가 애초에 가습기살균제 사건과 세월호 참사 문제 진상 규명이 원활히 진행이 될 수 있도록 협조를 구하면서 저희 예산이 정무위에서 신규 반영될 수 있도록 하는 게 저희 의견이고요. 하지만 지적을 하고 계신 대로 절차상에 문제를 지적하고 계시기 때문에 정무위에서 심의가 어렵다고 판단이 된다면 예결위 심의에서라도 저희 특조위 예산에 대해서 증액이 이루어질 수 있도록 길을 열어 주시면 감사하겠습니다. 또한 예결위 심의 과정에서 정부 동의하에 그 예산이 적절히 점검되고 증액될 수 있도록 그렇게 노력을 하도록 하겠습니다. 저희가 편성 당시에 여러 가지 금방 말씀하신 인원이나 아니면 내부 규칙이나 시행령 등의 준비 과정에서 시간이 예상보다 많이 걸렸습니다. 그러면서 예산안이 제대로 적절하게 시기에 맞게 준비되지 못한 점 송구스럽습니다. 하지만 저희가 어떤 위법사항이나 부당한 과정은 없었다는 점을 양해 말씀 드립니다.
<br><span>소위원장직무대리 유동수</span> 다음은 위원님들 의견을 말씀해 주시기 바랍니다. 이태규 위원님 말씀해 주시기 바랍니다.
<br><span>이태규 위원</span> 이 문제는 특조위가 무슨 위법 부당한 일을 했냐 안 했냐 이게 중요한 게 아니잖아요  그렇지요? 특조위가 무슨 비합법?반합법 조직이 아니잖아요. 그러면 정부 내에서 예산편성이 안 되면 일을 못 한다는 것은 누가 봐도 상식적으로 아는 일이잖아요  그렇지요?
<br><span>가습기살균제사건과4?16세월호참사특별조사위원회부위원장 최예용</span> 예.
<br><span>이태규 위원</span> 그러니까 시행령 준비나 조직 구성 문제 때문에 이것을 준비 못 했다는 것하고 실질적으로 이 특조위 활동을 하려면 예산이 어떻게 편성되고 어떻게 준비되는 것은 전혀 별개의 사안이거든요. 지금 부위원장님이 그렇게 말씀하시면 소위 직무태만은 아닐지 모르겠지만 결국 특조위 자체 내부가 굉장히 역량이 허접하다 이런 것을 스스로 자인하시는 거예요  지금 하시는 말씀은. 거기 일반공무원들도 파견 나갔고 또 일반공무원들이 아니더라도 기본적으로 상식이 있으면 우리가 사업예산을 어떻게 편성하고  이것은 기본적인 것 아니겠어요? 그러면 1기 특조위에서 어떻게 했는지 전례들도 살펴볼 수 있는 것이고 여러 가지 부분인데 이런 부분 안 하고 오늘의 이 사태까지 왔다는 부분에 대해서  저는 이것은 모르겠어요. 법률적 책임은 없다고 하더라도 여기에 대한 정치적 책임은 저는 굉장히 엄하게 물을 필요가 있다 이렇게 얘기를 드리고 싶어요. 그리고 261억인데 예산내역서는 지금 나와 있습니까?
<br><span>가습기살균제사건과4?16세월호참사특별조사위원회부위원장 최예용</span> 예  준비되어 있습니다.
<br><span>이태규 위원</span> 그것은 정부 내에서 합의가 된 거예요? 그것은 기재부하고 다 얘기가 된 거예요?
<br><span>가습기살균제사건과4?16세월호참사특별조사위원회부위원장 최예용</span> 일단 기재부에도 전달은 했고 같이 검토 중에 있습니다.
<br><span>이태규 위원</span> 그러니까 아직도 정부의 통일된 예산내역서는 없는 것이지요  그렇지요?
<br><span>가습기살균제사건과4?16세월호참사특별조사위원회부위원장 최예용</span> 예  기재부하고 완전히 합의된 그런 예산이라고 보기는 어렵습니다.
<br><span>이태규 위원</span> 그러니까 특조위에서 261억 원을 올렸는데 기재부에서 어떤 입장인지 확인하셨어요? 기재부는 특조위가 올린 예산에 대해서 입장이 뭡니까?
<br><span>가습기살균제사건과4?16세월호참사특별조사위원회부위원장 최예용</span> 지금 검토 중에 있고 예결위에서……
<br><span>이태규 위원</span> 아니  예결위에서 통과를 시키든 안 시키든 그 문제가 아니고 261억이라는 사업예산 규모에 대해서 기재부 입장이 뭐냐 이것을 제가 여쭤보는 겁니다.
<br><span>가습기살균제사건과4?16세월호참사특별조사위원회부위원장 최예용</span> 기재부는 죄송하지만 예결위에서 검토를 하신다면 검토할 수 있다는 입장이라고 그렇게 들었습니다.
<br><span>이태규 위원</span> 아니  그것은 이 예산을 통과시키냐 안 시키냐의 문제이고 그 예산 규모의 적정성 문제  이 예산 규모가 맞냐 적으냐  그리고 그 예산이 항목에 맞게 제대로 편성이 되어 있는 것이냐 이런 부분에 대한 정부의 기본 입장이  예산 주무부처의 기본 입장이 뭐냐 이것을 제가 여쭤보는 거예요. 그거 확인 안 하셨습니까? 이것을 통과시키고 안 시키고는 이제 국회가 판단할 문제고  그것은 국회가 판단할 문제고 261억 원을 특조위가 만들어서 올렸을 것 아니겠어요  그렇지요?
<br><span>가습기살균제사건과4?16세월호참사특별조사위원회부위원장 최예용</span> 예.
<br><span>이태규 위원</span> 그 부분에 대해서 예산 주무부처의 입장이 뭐냐  261억이 타당하냐 안 타당하냐 이런 주무부처의 입장이 기본적으로 있을 거예요. 그렇지요? 주무부처의 입장이 있어야 국회도 심의를 하는 것 아니겠습니까? 거기에 대해서 확인해 보셨냐  제가 이것을 질문드리는 겁니다.
<br><span>가습기살균제사건과4?16세월호참사특별조사위원회부위원장 최예용</span> 검토 중이라고 들었습니다.
<br><span>소위원장직무대리 유동수</span> 김종석 위원님 말씀하세요.
<br><span>김종석 위원</span> 이것 참 곤혹스러운 일이 됐습니다. 일을 되게 하려면 법적 절차를 따라야지요. 법적 절차 안 따르고 예산안 통과되면 누군가 책임지게 되고 징계 받습니다. 그래서 이것 법적 절차에 따르면 국무회의에서 수정예산안을 대통령 결재받고 국회에 제출해야 돼요. 그 절차를 빨리 밟아 주세요. 다음 주에 예결특위가 계속 열리니까 그렇게 해야 모든 사람이 안전하게 이 문제를 해결할 수 있습니다. 지금 대안으로 나온 것은 예산 증액 차원이 아니라 기관 신설이기 때문에 국회가 할 수 없게 되어 있어요. 정부가 심의 과정에서 동의하면 증액은 되는 데 이것은 아예 특조위라는 기관을 신설하기 때문에  제가 법을 여러 번 뜯어봤는데 국회에서 임의로 증액할 수 있는 그게 아니더라고요. 부위원장님  그것 알고 계세요?
<br><span>가습기살균제사건과4?16세월호참사특별조사위원회부위원장 최예용</span> 예.
<br><span>김종석 위원</span> 그래서 저희가 야당 간사 두 사람 이름으로 지금 대안을 제시했는데요. 일단 최선의 방법은 정부 내의 절차를 빨리 마무리하고 대통령 결재받아서 국무회의 심의 통과해서 수정예산안을 국회에 제출하시면 그냥 예결특위로 가는 것은 양해하겠습니다  정무위가 심의를 현실적으로 못 하니까. 그 절차를 밟아 주세요. 그 대신 우리 정무위에서는 이런저런 이유로 예산심의를 못 했다는 것을 부대의견으로 달아서 예결특위로 보내고 그리고 이 모든 전말에 대해서는 정무위원회 차원에서 감사원 감사를 청구할 예정으로 있습니다. 동의해 주시기 바랍니다.
<br><span>가습기살균제사건과4?16세월호참사특별조사위원회부위원장 최예용</span> 정부 예산안을 수정해서 올리는 사례가 지금까지 한 세 번 정도 있었다고 파악이 되고요. 그런데 그러려면 기존 정부 예산안을 변동시켜야 될  수정해야 될 만한 큰 이유가 있고 그 금액이 상당한 액수에 달해야 그게 검토가 가능한데 지금의 이 경우가 거기에 맞다고 생각되지 않습니다. 그런 점에서 그게 가능할지 저희로서는 판단하기 좀 어렵고요.
<br><span>김종석 위원</span> 지금 부위원장님이 말씀하신 내용은 법의 어디에도 없어요. 단돈 100만 원이라도 예산안을 수정해서 증액하려면 다 절차를 거쳐야 됩니다. 100만 원이든 1000만 원이든 다 국민 세금이고요. 이게 헌법에 정한 절차입니다. 그러니까 금액이 작다고 해서  긴급하다고 해서 법을 구부릴 수는 없는 거지요. 그래서 다시 요청드리는데요. 최소한 정무위에서는 예산안을 심의하는 것은 현실적으로 불가능하니까 우리는 예결특위로 보내는 심의보고서에 이러이러해서 못 했다는 것을 명시하고 정무위 차원에서는 감사원 청구할 거고 그 대신 빨리 국무회의 승인받아서 예결특위에 제출하십시오. 저는 그 수밖에 없다고 보는데요. 아니면 또 예비비를 쓰겠다고 할지 모르겠는데 그것은 상당히 심각한 문제가 될 겁니다. 왜냐하면 제가 지난번 국정감사 때 위원회 회의록을 몇 번 봤는데 예산을 심의해야 되고 제출해야 된다는 얘기가 위원회 전체회의에서 계속 있었음에도 불구하고 지연된 것은 적어도 국회 차원에서는 2019년도에 또 예비비로 쓰겠다는 의심이 가는 대목이기 때문에 제발 그런 일은 2019년도에는 발생하지 않았으면 하는 마음입니다.
<br><span>가습기살균제사건과4?16세월호참사특별조사위원회부위원장 최예용</span> 엊그제 정무위 상임위에서 저희 위원장님이 말씀드린 것처럼 저희는 예비비를 쓸 생각이 없습니다. 다만 저희가 여러 가지 판단들을…… 조사 개시 일정이 정해지지 않고 또 실질적으로 특조위의 특징이 120명 정원 중에 84명이 별정직 조사관으로  그게 핵심적으로 구성이 돼서 그분들이 진상규명을 밝히는 그런 조직 구성입니다. 그런데 실제로 일을 할 대부분의 그런 별정직 조사관들이 구성되지 않은 상태에서  올해 일도 진행이 되지 않은 상태에서 내년 사업계획을 파견된 일부 일반 공무원들 중심으로 짜기에는 한계가 있었습니다. 그런 상황 속에서 내년 예산을 예비비로 해야 할지 아니면 정상적인 정부 예산으로 할 수 있을지 그런 고민을 저희가 나눴습니다. 그 회의록에 나온 것은 그런 고민을 나눈 내용입니다.
<br><span>김종석 위원</span> 예  잘 알겠습니다.
<br><span>소위원장직무대리 유동수</span> 원활한 의사진행을 위해서 5분간 정회하겠습니다.
(11시55분 회의중지)
(14시15분 계속개의)
<br><span>소위원장직무대리 유동수</span> 의석을 정돈하여 주시기 바랍니다. 회의를 속개하겠습니다. 계속해서 가습기살균제사건과4?16세월호참사특별조사위원회 예산안 처리에 대한 논의를 진행하겠습니다. 전문위원께서는 정회 시간에 정리한 부대의견에 대해 보고해 주시기 바랍니다.
<br><span>전문위원 이상헌</span> 배부해 드린 자료에서 보시는 바와 같이 부대의견(안)에 대해서 보고드리겠습니다. ‘가습살균제사건과 4?16 세월호참사 특별조사위원회의 부적절한 예산제출 지연에 의하여 정무위 예산안 예비심사를 행하지 못하였으므로  정부는 2019년도 가습살균제사건과 4?16 세월호참사 특별조사위원회 소관 정부예산안을 예산결산특별위원회에 제출하여 국회 심의를 거쳐 2019년도 예산에 반영될 수 있도록 할 것’으로 안을 마련했습니다.
<br><span>소위원장직무대리 유동수</span> 수고하셨습니다. 이에 대해 정부 측 의견을 말씀해 주시기 바랍니다.
<br><span>가습기살균제사건과4?16세월호참사특별조사위원회부위원장 최예용</span> 아까 잘 지적을 해 주셨고 의견을 주셔서  사실 저희로서는 불가피한 측면이 있지만 지적을 잘 수용해서 여기 나와 있는 부대의견에 대해서 동의합니다.
<br><span>소위원장직무대리 유동수</span> 그러면 위원님들 발언……
<br><span>김종석 위원</span> 이 부대의견 첨부하는 데 동의합니다.
<br><span>소위원장직무대리 유동수</span> 위원님들도 모두 전문위원 의견과 정부 측 의견에 다 동의했습니다. 그러면 이상으로 사회적참사특조위 소관 예산안에 대한 논의를 마치고 의결하겠습니다. 이의 없으십니까?
(?이의 없습니다? 하는 위원 있음)
가습기살균제사건과4?16세월호참사특별조사위원회 소관 19년도 예산안에 관련해서는 지금까지 위원님들께서 논의한 바와 같이 부대의견을 첨부하는 것으로 하여 의결하고자 하는데 이의 없으십니까?
(?예? 하는 위원 있음)
가결되었음을 선포합니다. 최예용 부위원장을 비롯한 관계 공무원 여러분 수고하셨습니다.마지막으로 뭐 하실 말씀이 있습니까?
<br><span>가습기살균제사건과4?16세월호참사특별조사위원회부위원장 최예용</span> 없습니다. 그래도 잘 지적을 해 주셔서 저희들이 애초에 이 특별법의 제정과 특조위 설립 취지를 충분히 살려서 진상 규명에 매진하겠습니다."
BG095,정무위원회,국가보훈처,4.19혁명공로수당,0,0,0,1131000000,0,0,0,
BG096,산업통상자원중소벤처기업위원회,산업통상자원부,디자인ㆍ온라인 제조 플랫폼 서비스,0,0,0,1122000000,0,0,0,
BG097,교육위원회,교육부,충북대학교병원 수술실 증축,1,0,1,1068000000,0,0,0,
